,respondent_id,h1n1_vaccine,seasonal_vaccine
211,26918,0.26569932041110567,0.06660445620600297
212,26919,0.683860357145363,0.42743075345209647
213,26920,0.9757059032266195,0.8896559946124509
214,26921,0.8880606285058003,0.16153155171265987
215,26922,0.9426779151954158,0.279594625435697
216,26923,0.8985423261687168,0.5075571481721501
217,26924,0.322405653103777,0.0985012667200722
218,26925,0.8835390913775765,0.36218830510860645
219,26926,0.42181409143048665,0.5943361383406289
220,26927,0.6568130244278643,0.28467886020161737
221,26928,0.9475855307645729,0.49980291274596644
222,26929,0.8943313751033583,0.8381753435056971
223,26930,0.2801458924829564,0.0628685451116584
224,26931,0.9093371871514502,0.6313631404268818
225,26932,0.9383296775431543,0.14362903722205067
226,26933,0.9069201955074216,0.2223251482959705
227,26934,0.46297734684625835,0.25366481137523456
228,26935,0.8422530557984106,0.5162924361806016
229,26936,0.5611594851097736,0.7829838229470776
230,26937,0.7208592020659854,0.28265907459331896
231,26938,0.9180896122641684,0.9492182221460387
232,26939,0.9561358385895871,0.9588223510073234
233,26940,0.935839968137596,0.8580922857744908
234,26941,0.9459161033661181,0.5852513946422275
235,26942,0.40188200671326757,0.15547670634050015
236,26943,0.8659671607200876,0.4129827092653625
237,26944,0.9168631708120425,0.8085760944089169
238,26945,0.8824367415045656,0.4600399186618632
239,26946,0.8506019141821339,0.23828122807659435
240,26947,0.8547659863164431,0.43961383202201687
241,26948,0.981951882427655,0.9418841236412644
242,26949,0.9772846194388417,0.9377621046783363
243,26950,0.9630603193934637,0.48615365846047687
244,26951,0.9178253761329843,0.7158584664108714
245,26952,0.16994005947924318,0.06445292869783281
246,26953,0.22809933610532018,0.030014135953612797
247,26954,0.9473335213101508,0.8376479186361317
248,26955,0.8272265410572466,0.4408290571063955
249,26956,0.8699521187678392,0.6916974758753465
250,26957,0.9725376675932348,0.11253894963505662
251,26958,0.6768878184453091,0.24546270140358029
252,26959,0.9740671190274104,0.8178058546640818
253,26960,0.9532020987132652,0.9337555123265094
254,26961,0.7810864588910373,0.46761265756805126
255,26962,0.8253820554052993,0.08398240585765171
256,26963,0.8438533398946144,0.7211253774812081
257,26964,0.8977587212845568,0.7193660228712162
258,26965,0.19143188974210557,0.044138639494524234
259,26966,0.9871862972024716,0.9738475622018458
260,26967,0.8524921513265707,0.5937604216815687
261,26968,0.9585607373863995,0.2116798320167026
262,26969,0.9641192903485496,0.8474213388401179
263,26970,0.2799869570282778,0.6143720168060199
264,26971,0.896589708776267,0.646387370445725
265,26972,0.992811713665967,0.9800169239603393
266,26973,0.9433380368293182,0.8799240379297358
267,26974,0.8925973309107434,0.6509145032681032
268,26975,0.9290820354533458,0.4180412261876648
269,26976,0.14847506098983387,0.47670374008821415
270,26977,0.9468191445197259,0.7387558094488881
271,26978,0.9833493796818293,0.21983991311433726
272,26979,0.6689008937560721,0.34730485857673943
273,26980,0.9514931417700122,0.8687087437298251
274,26981,0.9499397708683854,0.7194545510908488
275,26982,0.2908550263676044,0.10840790659556154
276,26983,0.8323855853032992,0.41707028055955553
277,26984,0.9309687507015554,0.8765769182391703
278,26985,0.9808291006390611,0.9246947356866314
279,26986,0.826653033101884,0.42392942934442013
280,26987,0.9231103024440482,0.8393315577880572
281,26988,0.9719576814213874,0.8797311444041226
282,26989,0.6701912735694929,0.21306206545695727
283,26990,0.9846398509824269,0.9187853075497863
284,26991,0.7852626721936904,0.5630956411140364
285,26992,0.7018140085761566,0.5536288422891156
286,26993,0.8650068825653981,0.18174571924131366
287,26994,0.8288486966763932,0.5117118142059656
288,26995,0.8356647986056229,0.48273721655318136
289,26996,0.7652229133575703,0.6972460924994974
290,26997,0.9809182315882568,0.9303955975367275
291,26998,0.9587870469766286,0.9385458730040922
292,26999,0.5808021218978139,0.5115398712601181
293,27000,0.8771196421568105,0.6661724564425286
294,27001,0.9570590871775914,0.2315950326038646
295,27002,0.9919745660583451,0.8017613008738579
296,27003,0.972531186251823,0.9367406420611871
297,27004,0.8957231890230367,0.7227458121980397
298,27005,0.6495832539213405,0.26140812822323956
299,27006,0.2906839625027955,0.09620115820497088
300,27007,0.9363428797999117,0.896679151729441
301,27008,0.9553702808016813,0.9497113459667681
302,27009,0.9368084218732389,0.7800385770869092
303,27010,0.9332606594719415,0.8574822507929689
304,27011,0.8961810216159982,0.874759826288243
305,27012,0.6715076019102044,0.35107262076362145
306,27013,0.8927490285617574,0.6356610109915771
307,27014,0.9782582974277864,0.7716800959901402
308,27015,0.9160890736900676,0.7901591379893809
309,27016,0.8232128041427076,0.5141518512641188
310,27017,0.5780719331938278,0.2841003146408658
311,27018,0.9065100844333881,0.749891411903973
312,27019,0.10766786650912497,0.029651295664660404
313,27020,0.8066342081327827,0.7807397611176448
314,27021,0.8649122884776616,0.4485489502186468
315,27022,0.8200823672472094,0.7881700951253053
316,27023,0.8695230503248801,0.8117949551796854
317,27024,0.8835891834324318,0.714124565965448
318,27025,0.9499654681673977,0.9835784416725697
319,27026,0.9298056710937124,0.6549500965342359
320,27027,0.908899192305205,0.2779396767857525
321,27028,0.637897781227609,0.13717443157707776
322,27029,0.8962819538391462,0.6819838234249933
323,27030,0.8585293868444686,0.7695109750299336
324,27031,0.7871857439010792,0.1572366335256924
325,27032,0.798868968823377,0.5200714245117652
326,27033,0.6963483867148448,0.3100470351759206
327,27034,0.9920645337178202,0.3810815494956987
328,27035,0.7718096896006859,0.5727551848646744
329,27036,0.7880385891899924,0.32696440914084246
330,27037,0.4018763684918112,0.20480203745511505
331,27038,0.9726221482211519,0.9742821053617525
332,27039,0.2526640444249286,0.07956726751275123
333,27040,0.8383846818964268,0.8876733438190711
334,27041,0.8672675308451577,0.4950358104735988
335,27042,0.9257626106119755,0.41381340999918137
336,27043,0.45731186221637077,0.16970892627760104
337,27044,0.9919617138273821,0.9566568292503661
338,27045,0.842982985789822,0.39134593665270156
339,27046,0.9560320574579124,0.9185057763348741
340,27047,0.46872811687923055,0.623736533539325
341,27048,0.8487801381757349,0.7124290051401656
342,27049,0.7519186338233204,0.09499211960629927
343,27050,0.9528693352233399,0.46394825978287835
344,27051,0.8738554900603319,0.6876945323857735
345,27052,0.9099964149232367,0.7794637211978959
346,27053,0.12418033011353902,0.042552376215399756
347,27054,0.965646509079171,0.920260039566692
348,27055,0.890015591213206,0.1340604637689332
349,27056,0.9830892610110348,0.9672459531756303
350,27057,0.9723677956524084,0.9744670499033303
351,27058,0.18648755684382745,0.13258138437618905
352,27059,0.9288583670495627,0.7241943807695634
353,27060,0.9724038099627073,0.6139822499051015
354,27061,0.9248978810343713,0.591963926098476
355,27062,0.9493924046269304,0.5421423145239366
356,27063,0.9369466594538367,0.4038458812630228
357,27064,0.7946633754411645,0.5686728795146181
358,27065,0.9362781241888982,0.6500778850785567
359,27066,0.9556587760353676,0.36268553086497635
360,27067,0.57839031681938,0.23002150854046077
361,27068,0.09716392637501392,0.036608684133665914
362,27069,0.43454412218545535,0.0560307007809806
363,27070,0.9646169114731049,0.9268291909054905
364,27071,0.9502073763233919,0.9279359221026569
365,27072,0.9550821226565263,0.3252572331807765
366,27073,0.9744928223830691,0.1682703873133664
367,27074,0.9574008757941836,0.6986817362506001
368,27075,0.2771582381157679,0.13115465008063987
369,27076,0.3664924054893204,0.2116306194715033
370,27077,0.959410304066465,0.904977910505115
371,27078,0.7547274543021129,0.1674412661073642
372,27079,0.6982020720408892,0.07076132516765077
373,27080,0.9226796180839999,0.6971518035191939
374,27081,0.9762773907218052,0.2618577927761502
375,27082,0.7023410753628947,0.5216471932377648
376,27083,0.9489868591088099,0.7879420415280183
377,27084,0.13738482626563497,0.3453550918684103
378,27085,0.9526799388805267,0.9895903417518497
379,27086,0.9505867447328121,0.9263882858789867
380,27087,0.8260612956686806,0.725656353267857
381,27088,0.7909619236897567,0.20675172675729658
382,27089,0.8923911526559161,0.8052871478008212
383,27090,0.7674450954185144,0.45682085599938893
384,27091,0.6031103907253854,0.8554687593853543
385,27092,0.8979726556794965,0.6949486014281272
386,27093,0.7904801951829203,0.7101998584966567
387,27094,0.9901915543933818,0.9361277169384538
388,27095,0.9329541285911569,0.5110582585844721
389,27096,0.9837123796751946,0.8216530871990186
390,27097,0.38676998917457583,0.21016819395463004
391,27098,0.5881856898063205,0.151524974800758
392,27099,0.8450746139767589,0.5724713525304989
393,27100,0.9316221181345707,0.2648779315667079
394,27101,0.9198153353402791,0.3676175783693133
395,27102,0.9108395496834851,0.14885355337363815
396,27103,0.9706800381646773,0.9094767181052662
397,27104,0.672679613526129,0.4219118576718729
398,27105,0.9304307054681661,0.4600423970721058
399,27106,0.3818812350530889,0.12631737817104338
400,27107,0.584093194125693,0.31198820052919285
401,27108,0.8771287667541079,0.6771084145649799
402,27109,0.9425619491672861,0.7442855223644191
403,27110,0.9105760386360017,0.5608407029641189
404,27111,0.9599350606276276,0.6603293701097712
405,27112,0.8252221367155774,0.4624122037319792
406,27113,0.920794108220858,0.723141177650024
407,27114,0.9209893733535602,0.808133505509714
408,27115,0.45301200916813467,0.12169814696063452
409,27116,0.8237887359911602,0.07502396933987532
410,27117,0.941922113919644,0.8996121855179674
411,27118,0.8472971077418401,0.4809302307252741
412,27119,0.9355341590710126,0.7114905787723835
413,27120,0.6577456444900514,0.017979765117814628
414,27121,0.9846481665073264,0.3206989936466349
415,27122,0.9536931898550662,0.7913063935051298
416,27123,0.9619275246698814,0.9211169612028003
417,27124,0.9730775917009098,0.9460049957592868
418,27125,0.9730074408910335,0.9463512000103019
419,27126,0.7784437747709823,0.9450515241164531
420,27127,0.9240904032237344,0.8760742155207413
421,27128,0.8368970881984431,0.4013824729941944
422,27129,0.4131693415590475,0.4179650336518397
423,27130,0.8743634340279168,0.7394106000298546
424,27131,0.9499898893329469,0.9207107590253181
425,27132,0.5041283571715873,0.08415805270731458
426,27133,0.9005346791120268,0.4631745466331283
427,27134,0.35397188497182375,0.0756074122881697
428,27135,0.8085448395722747,0.41991844758250596
429,27136,0.9214761299687575,0.4778153898704256
430,27137,0.941585867688725,0.7586518024258061
431,27138,0.8444265566115547,0.3954772893060817
432,27139,0.8981039629310664,0.9177669027370303
433,27140,0.09698603429062169,0.04397113333621905
434,27141,0.4157995948676645,0.1547789201304225
435,27142,0.9351226338701663,0.6507820992287576
436,27143,0.7074463412307799,0.4700509656276921
437,27144,0.9500837760652073,0.9566478795843393
438,27145,0.5801186888334795,0.3018553097306752
439,27146,0.9612870173664163,0.09120653634180043
440,27147,0.9314390130291348,0.7381922140486346
441,27148,0.8422113967267933,0.8396464990786744
442,27149,0.659354356080716,0.8040962773891902
443,27150,0.32909005850273043,0.02714586321228596
444,27151,0.8068558122749836,0.153539714630347
445,27152,0.97411071958669,0.7726448097641583
446,27153,0.7890389530454245,0.2250604748633872
447,27154,0.28746039503438103,0.10479529230503837
448,27155,0.8447779233858914,0.3833450402395949
449,27156,0.9846440118352155,0.6740614638753429
450,27157,0.9911213991660848,0.5981116965570372
451,27158,0.9173839739930646,0.6292708912621794
452,27159,0.9575714998181571,0.8243009664246008
453,27160,0.7949562586762101,0.8259248103592179
454,27161,0.6429433776864157,0.5554969539278289
455,27162,0.8753526658170201,0.047466011661497
456,27163,0.4892340301104037,0.45737527096564323
457,27164,0.7998735633249183,0.8930611115758829
458,27165,0.5714366690557713,0.4513438083255522
459,27166,0.9147530933437154,0.8306782644433846
460,27167,0.8300010447426437,0.5485873883582413
461,27168,0.8385524433431117,0.23545640828405878
462,27169,0.5494611107619496,0.28513622403935557
463,27170,0.6171889661365924,0.12920780825213773
464,27171,0.9538180730593077,0.6401794924601742
465,27172,0.9534029392447512,0.17778248707940247
466,27173,0.7454704835803317,0.3892233319198297
467,27174,0.9299943529178643,0.9378637319352627
468,27175,0.9233473988874132,0.85501675270438
469,27176,0.4367721992483171,0.047266600256730684
470,27177,0.167133346364584,0.03509667266422323
471,27178,0.8501857834501968,0.5672829101394055
472,27179,0.9221286392569072,0.7588488502183678
473,27180,0.794272243266046,0.6407669788387781
474,27181,0.9703556929566433,0.21892921762979278
475,27182,0.31436244158538984,0.07067735968653588
476,27183,0.9592342919682673,0.4775377022550519
477,27184,0.9553270314467869,0.6541437119560032
478,27185,0.45915392301198776,0.19429362818976148
479,27186,0.8870995617509793,0.3387626195705614
480,27187,0.907391369573713,0.8548630055719799
481,27188,0.9487419517088689,0.7185425623365138
482,27189,0.9356359683513619,0.39699998379011336
483,27190,0.5859398596450203,0.22546171206218413
484,27191,0.8838480023456836,0.05186750111577609
485,27192,0.4266575268700087,0.1946948896474322
486,27193,0.9837683379291864,0.9020209049651274
487,27194,0.915636975517723,0.6402944253943963
488,27195,0.9738061184414275,0.8869653132560671
489,27196,0.6284483218078911,0.7839093899393527
490,27197,0.9370376635932759,0.3295352802323681
491,27198,0.06218929229560011,0.010706952141326664
492,27199,0.9681942859654311,0.8843326786900129
493,27200,0.724956818678557,0.31553283743889493
494,27201,0.24507973485989965,0.07413974350760433
495,27202,0.9528997055382193,0.9805472472826403
496,27203,0.955028268663397,0.9049001480506993
497,27204,0.9763701169586895,0.9382166111556169
498,27205,0.917016849987756,0.717691783314047
499,27206,0.8167809897357403,0.7153784160554739
500,27207,0.9247838170191085,0.8486825532489598
501,27208,0.19773155504441642,0.27779676043586454
502,27209,0.8800827797365565,0.7689707594877462
503,27210,0.6839022708436114,0.558666477343831
504,27211,0.888159591354675,0.7151307106103366
505,27212,0.40080034777599893,0.056880593041088834
506,27213,0.5115993688190991,0.507722725983926
507,27214,0.9749979733823502,0.9406487818037286
508,27215,0.8283444678113331,0.17280885281636893
509,27216,0.8913147765496147,0.1448153528252104
510,27217,0.8987000735881868,0.7877707324360622
511,27218,0.31445150589228843,0.04855315968562979
512,27219,0.532640854459393,0.3490515281352342
513,27220,0.8868330431148055,0.6092734662441233
514,27221,0.8038760817150552,0.41993354439808506
515,27222,0.7884948803633188,0.3992559888318926
516,27223,0.9600693381267117,0.33079986742797873
517,27224,0.7738285604514652,0.2703589236856615
518,27225,0.8277139924416075,0.760942901796378
519,27226,0.9800180347939174,0.6834938960427368
520,27227,0.8477072082385457,0.5120143910162255
521,27228,0.49477114533968747,0.12404859596067097
522,27229,0.3117751921530235,0.0693070213122653
523,27230,0.7911647475921506,0.028122881477603556
524,27231,0.5635597371314489,0.16522739742245884
525,27232,0.8873298183465178,0.45066188608726887
526,27233,0.6903882172218527,0.8122277003685122
527,27234,0.9571438566432081,0.9783977880528724
528,27235,0.1115321822429518,0.0544829200636916
529,27236,0.8958514247155067,0.057939641146246945
530,27237,0.7997471657633669,0.45285239315673165
531,27238,0.6970079920079122,0.2702316914755408
532,27239,0.4369003825076412,0.7836217862469672
533,27240,0.8762374666578863,0.5100093650052183
534,27241,0.9207141110089526,0.7939096806458424
535,27242,0.8883312418047753,0.4874790889042875
536,27243,0.9508354759264069,0.9079369256806527
537,27244,0.9654875610037105,0.9249578599503181
538,27245,0.8594580275201186,0.4916531731744559
539,27246,0.21697449554105863,0.04394812440403406
540,27247,0.8307285312845062,0.05754607839909742
541,27248,0.8676918011580124,0.4142981941875866
542,27249,0.8823573831316331,0.4109736852769196
543,27250,0.8831544534278271,0.6922165799474731
544,27251,0.9022690605868963,0.7252517964366587
545,27252,0.6393735289525697,0.25195931029042185
546,27253,0.9179542295013425,0.0941190614876043
547,27254,0.10565825512238247,0.02345260822358597
548,27255,0.879052465270708,0.7207857086132103
549,27256,0.4108530501648472,0.031427753523709745
550,27257,0.5489095025071722,0.42511010659064874
551,27258,0.5249091692358208,0.1971038302952144
552,27259,0.44267769277698,0.09391900406300802
553,27260,0.8660511866081851,0.4721332819311007
554,27261,0.8801908868793765,0.3624351418849975
555,27262,0.8327820808436888,0.45269277227779925
556,27263,0.9413159337535469,0.9152251649030988
557,27264,0.9204819512965616,0.909393035859909
558,27265,0.9690299584412836,0.8403220920855871
559,27266,0.8139371941970733,0.5947509945737913
560,27267,0.8392169127981951,0.17259225486961427
561,27268,0.9771662047808419,0.7908198141331342
562,27269,0.2362469049371485,0.5914416687454334
563,27270,0.9639509823623611,0.8972986938675631
564,27271,0.9411831149249229,0.6741154979454078
565,27272,0.9863100732317628,0.6078125840284789
566,27273,0.9547529258282407,0.8685934337124327
567,27274,0.8740859313759989,0.4530850039146964
568,27275,0.8613019428339276,0.6626029919780811
569,27276,0.9906896778584956,0.9157563951407526
570,27277,0.9509826646296534,0.189208150790938
571,27278,0.8312706869872886,0.6154173056215254
572,27279,0.8906308183912133,0.7443852180337485
573,27280,0.7584290304249339,0.6636900300106897
574,27281,0.9210959323986678,0.627110093820987
575,27282,0.9249092857720568,0.11660870900654996
576,27283,0.9955938871762859,0.9760262428014477
577,27284,0.8129911546090443,0.6839325222451094
578,27285,0.894570952824428,0.6090136438186868
579,27286,0.9209517796584366,0.7682604760182244
580,27287,0.7281332399628416,0.31514946577403835
581,27288,0.42869619402573367,0.2178373033572093
582,27289,0.7600358326495689,0.6905986568389054
583,27290,0.9829054104451393,0.9444814130696251
584,27291,0.23942299169328163,0.15576256835033842
585,27292,0.9436310190174456,0.2823651826744996
586,27293,0.8736253930545527,0.03160555233220963
587,27294,0.9836862426144877,0.9581175814153111
588,27295,0.7255758504030495,0.11284368758704488
589,27296,0.9320250575664103,0.24721927605042926
590,27297,0.9385710391931616,0.30494031635271746
591,27298,0.9101347743139515,0.7550664475858515
592,27299,0.6981568620871708,0.25714735357824736
593,27300,0.809677742203605,0.04131303103075801
594,27301,0.9956501354306311,0.9786933716619375
595,27302,0.885627884299474,0.4627923359142786
596,27303,0.9794940042226163,0.9318061481013967
597,27304,0.9093077826995127,0.2422978886385282
598,27305,0.9557551815354909,0.9582488845324016
599,27306,0.8013708440313149,0.4821692986655167
600,27307,0.37779525800670033,0.21935871592735456
601,27308,0.9113558664887726,0.8418730437720937
602,27309,0.46344797311039565,0.035657610643949345
603,27310,0.9491724823474763,0.8925388336748155
604,27311,0.8652949915363134,0.9226627753029819
605,27312,0.9361174056419145,0.6525119792620184
606,27313,0.9432361490954979,0.8864802228524726
607,27314,0.9727843834010865,0.9347907649973333
608,27315,0.8840187732376291,0.6815220008970528
609,27316,0.6768581396951354,0.24096748382797695
610,27317,0.9385733284616712,0.8768760842795211
